Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
03/28/2020 04,18.53,41.91,8929
03/28/2020 05,20.43,41.9,8966
03/28/2020 06,21.12,41.9,9054
03/28/2020 07,21.09,41.88,9150
03/28/2020 08,22.58,41.87,9309
03/28/2020 09,24.21,41.86,9481
03/28/2020 10,28.54,41.86,9659
03/28/2020 11,31.05,41.86,9822
03/28/2020 12,35.15,41.86,9935
03/28/2020 13,36.34,41.87,9939
03/28/2020 14,34.71,41.88,9834
03/28/2020 15,33.4,41.89,9781
03/28/2020 16,33.22,41.89,9788
03/28/2020 17,33.64,41.89,9924
03/28/2020 18,33.71,41.88,10053
03/28/2020 19,33.09,41.87,10022
03/28/2020 20,33.39,41.87,9969
03/28/2020 21,33.26,41.86,10102
03/28/2020 22,33.17,41.86,9967
03/28/2020 23,33.22,41.86,9759
03/28/2020 24,32.95,41.87,9533
03/29/2020 01,30.9,41.87,9329
03/29/2020 02,29.7,41.87,9237
03/29/2020 03,29.65,41.87,9166
03/29/2020 04,26.97,41.86,9137
03/29/2020 05,29.77,41.86,9135
03/29/2020 06,29,41.86,9171
03/29/2020 07,29.5,41.86,9251
03/29/2020 08,21.9,41.85,9335
03/29/2020 09,25.7,41.83,9433
03/29/2020 10,31.27,41.83,9586
03/29/2020 11,34.64,41.81,9691
03/29/2020 12,34.88,41.79,9713
03/29/2020 13,33.65,41.77,9756
03/29/2020 14,33.55,41.74,9675
03/29/2020 15,33.24,41.74,9651
03/29/2020 16,30.54,41.73,9670
03/29/2020 17,33.31,41.72,9781
03/29/2020 18,33.62,41.72,9894
03/29/2020 19,25.57,41.71,9798
03/29/2020 20,30.46,41.69,9739
03/29/2020 21,33.26,41.68,9919
03/29/2020 22,33.37,41.68,9856
03/29/2020 23,31.1,41.67,9659
03/29/2020 24,32.62,41.68,9427
03/30/2020 01,32.51,41.68,9280
03/30/2020 02,34.68,41.68,9150
03/30/2020 03,34.22,41.68,9078
03/30/2020 04,34.92,41.69,9107
03/30/2020 05,35.73,41.7,9188
03/30/2020 06,36.88,41.7,9342
03/30/2020 07,43.2,41.71,9658
03/30/2020 08,35.73,41.72,9959
03/30/2020 09,38.76,41.73,10181
03/30/2020 10,63.69,41.77,10341
03/30/2020 11,94.88,41.86,10394
03/30/2020 12,134.55,42,10457
03/30/2020 13,442.03,42.57,10428
03/30/2020 14,66.9,42.61,10377
03/30/2020 15,36.21,42.61,10385
03/30/2020 16,35.12,42.61,10431
03/30/2020 17,35.14,42.61,10520
03/30/2020 18,35.71,42.61,10557
03/30/2020 19,34.81,42.61,10378
03/30/2020 20,33.07,42.6,10184
03/30/2020 21,32.06,42.59,10207
03/30/2020 22,26.06,42.57,10076
03/30/2020 23,20.76,42.55,9810
03/30/2020 24,18.68,42.53,9574
03/31/2020 01,26.68,42.52,9379
03/31/2020 02,27.76,42.51,9277
03/31/2020 03,30.67,42.51,9259
03/31/2020 04,30.99,42.51,9261
03/31/2020 05,31.68,42.51,9327
03/31/2020 06,31.62,42.5,9461
03/31/2020 07,31.86,42.5,9764
03/31/2020 08,31.56,42.49,10014
03/31/2020 09,24.47,42.48,10221
03/31/2020 10,24.55,42.46,10285
03/31/2020 11,24.13,42.43,10307
03/31/2020 12,28.79,42.41,10408
03/31/2020 13,33.39,42.4,10444
03/31/2020 14,33.65,42.4,10428
03/31/2020 15,33.58,42.4,10358
03/31/2020 16,33.63,42.41,10327
03/31/2020 17,33.29,42.43,10399
03/31/2020 18,33.39,42.43,10443
03/31/2020 19,30.38,42.43,10247
03/31/2020 20,33.23,42.43,10190
03/31/2020 21,33.6,42.43,10342
03/31/2020 22,33.32,42.43,10193
03/31/2020 23,31.32,42.43,9907
03/31/2020 24,29.11,42.43,9652
04/01/2020 01,28.98,42.43,9496
04/01/2020 02,29.02,42.43,9400
04/01/2020 03,28.94,42.43,9343
04/01/2020 04,28.96,42.42,9358
04/01/2020 05,28.93,42.44,9451
04/01/2020 06,31.62,42.45,9588
04/01/2020 07,33.45,42.45,9854
04/01/2020 08,31.19,42.45,10085
04/01/2020 09,29.76,42.44,10238
04/01/2020 10,29.06,42.44,10250
04/01/2020 11,29.06,42.43,10272
04/01/2020 12,29.04,42.42,10254
04/01/2020 13,29.08,42.41,10227
04/01/2020 14,30.17,42.4,10203
04/01/2020 15,33.32,42.4,10190
04/01/2020 16,33.26,42.39,10160
04/01/2020 17,32.35,42.37,10178
04/01/2020 18,29.49,42.32,10176
04/01/2020 19,33.23,42.32,10078
04/01/2020 20,33.32,42.32,10046
04/01/2020 21,33.33,42.31,10155
04/01/2020 22,33.32,42.31,10102
04/01/2020 23,34.66,42.32,9905
04/01/2020 24,33.29,42.33,9655
04/02/2020 01,33.3,42.33,9467
04/02/2020 02,33.35,42.34,9402
04/02/2020 03,33.25,42.36,9341
04/02/2020 04,33.33,42.37,9308
04/02/2020 05,33.33,42.38,9357
04/02/2020 06,33.32,42.38,9488
04/02/2020 07,35.81,42.39,9763
04/02/2020 08,33.97,42.4,10015
04/02/2020 09,33.25,42.4,10120
04/02/2020 10,33.24,42.41,10094
04/02/2020 11,33.36,42.41,10101
04/02/2020 12,33.36,42.41,10120
04/02/2020 13,33.3,42.4,10095
04/02/2020 14,33.89,42.4,10061
04/02/2020 15,38.28,42.41,10020
04/02/2020 16,37.14,42.41,9993
04/02/2020 17,33.27,42.41,9944
04/02/2020 18,33.29,42.41,9940
04/02/2020 19,33.25,42.41,9841
04/02/2020 20,33.29,42.41,9833
04/02/2020 21,33.24,42.41,9964
04/02/2020 22,36.73,42.42,9930
04/02/2020 23,34.78,42.42,9712
04/02/2020 24,33.27,42.42,9491
04/03/2020 01,30.79,42.42,9336
04/03/2020 02,29.04,42.42,9286
04/03/2020 03,28.99,42.42,9244
04/03/2020 04,29,42.42,9270
04/03/2020 05,28.91,42.42,9307
04/03/2020 06,28.97,42.42,9443
04/03/2020 07,28.96,42.42,9704
04/03/2020 08,28.99,42.41,9907
04/03/2020 09,28.98,42.38,10104
04/03/2020 10,32.22,42.33,10131
04/03/2020 11,34.63,42.33,10134
04/03/2020 12,34.64,42.34,10154
04/03/2020 13,34.7,42.34,10129
04/03/2020 14,29.86,42.34,10073
04/03/2020 15,29.07,42.33,10042
04/03/2020 16,29.1,42.33,9990
04/03/2020 17,29.09,42.32,10036
04/03/2020 18,29.11,42.31,10035
04/03/2020 19,29.03,42.3,9962
04/03/2020 20,29.1,42.29,9878
04/03/2020 21,29.09,42.28,9983
04/03/2020 22,29.1,42.26,9915
04/03/2020 23,31.01,42.23,9708
04/03/2020 24,29.11,42.23,9471
04/04/2020 01,26.23,42.22,9231
04/04/2020 02,22.96,42.19,9092
04/04/2020 03,27.94,42.18,9027
04/04/2020 04,28.85,42.17,8960
04/04/2020 05,28.88,42.16,8982
04/04/2020 06,28.83,42.14,9034
04/04/2020 07,29.53,42.13,9163
04/04/2020 08,29.54,42.12,9267
04/04/2020 09,30.88,42.11,9440
04/04/2020 10,33.07,42.11,9552
04/04/2020 11,30.58,42.11,9593
04/04/2020 12,30.62,42.11,9583
04/04/2020 13,34.58,42.11,9571
04/04/2020 14,34.55,42.11,9510
04/04/2020 15,34.1,42.11,9440
04/04/2020 16,34.53,42.11,9438
04/04/2020 17,34.51,42.12,9516
04/04/2020 18,34.54,42.12,9616
04/04/2020 19,34.5,42.12,9547
04/04/2020 20,34.5,42.13,9507
04/04/2020 21,34.57,42.14,9702
04/04/2020 22,33.55,42.14,9702
04/04/2020 23,28.98,42.14,9483
04/04/2020 24,28.96,42.13,9288
04/05/2020 01,29.46,42.13,9080
04/05/2020 02,27.83,42.12,8936
04/05/2020 03,25.08,42.11,8879
04/05/2020 04,23.53,42.1,8839
04/05/2020 05,23.01,42.09,8826
04/05/2020 06,26.41,42.09,8903
04/05/2020 07,27.99,42.09,9006
04/05/2020 08,28.88,42.08,9072
04/05/2020 09,29.51,42.07,9214
04/05/2020 10,29.75,42.07,9378
04/05/2020 11,29.84,42.06,9512
04/05/2020 12,29.75,42.05,9580
04/05/2020 13,33.69,42.05,9614
04/05/2020 14,33.52,42.05,9596
04/05/2020 15,34.25,42.05,9611
04/05/2020 16,34.53,42.05,9656
04/05/2020 17,34.81,42.05,9792
04/05/2020 18,34.87,42.06,9822
04/05/2020 19,34.74,42.06,9693
04/05/2020 20,34.83,42.06,9631
04/05/2020 21,34.81,42.06,9700
04/05/2020 22,34.84,42.06,9638
04/05/2020 23,34.1,42.06,9413
04/05/2020 24,29.04,42.05,9184
04/06/2020 01,29.72,42.05,9045
04/06/2020 02,29.76,42.04,8965
04/06/2020 03,29.85,42.04,8913
04/06/2020 04,29.91,42.03,8877
04/06/2020 05,34.69,42.04,8881
04/06/2020 06,34.14,42.04,9014
04/06/2020 07,34.75,42.04,9326
04/06/2020 08,34.86,42.04,9584
04/06/2020 09,34.94,42.05,9830
04/06/2020 10,34.85,42.04,9929
04/06/2020 11,37.7,42.05,9992
04/06/2020 12,37.84,42.05,10013
04/06/2020 13,38.01,42.05,9998
04/06/2020 14,37.77,42.05,9909
04/06/2020 15,34.83,42.05,9813
04/06/2020 16,30.6,42.05,9721
04/06/2020 17,29.01,42.04,9709
04/06/2020 18,28.96,42.03,9783
04/06/2020 19,27.11,42.02,9622
04/06/2020 20,27.73,42.01,9549
04/06/2020 21,27.57,41.93,9684
04/06/2020 22,24.9,41.89,9683
04/06/2020 23,22.94,41.88,9413
04/06/2020 24,19.17,41.86,9152
04/07/2020 01,18.85,41.83,8983
04/07/2020 02,17.77,41.81,8859
04/07/2020 03,17.78,41.79,8772
04/07/2020 04,17.72,41.77,8773
04/07/2020 05,18.64,41.75,8836
04/07/2020 06,17.82,41.73,8980
04/07/2020 07,20.29,41.7,9259
04/07/2020 08,20.88,41.69,9498
04/07/2020 09,22.24,41.67,9634
04/07/2020 10,22.9,41.65,9666
04/07/2020 11,26.52,41.63,9758
04/07/2020 12,33.4,41.63,9836
04/07/2020 13,33.72,41.63,9843
04/07/2020 14,33.7,41.63,9822
04/07/2020 15,30.46,41.63,9766
04/07/2020 16,29.02,41.63,9733
04/07/2020 17,31.49,41.62,9813
04/07/2020 18,31.07,41.62,9899
04/07/2020 19,28.97,41.61,9705
04/07/2020 20,30.99,41.61,9599
04/07/2020 21,33.67,41.6,9698
04/07/2020 22,33.78,41.6,9654
04/07/2020 23,33.55,41.61,9408
04/07/2020 24,29.77,41.6,9129
04/08/2020 01,28.91,41.59,8976
04/08/2020 02,28.89,41.59,8914
04/08/2020 03,28.76,41.58,8848
04/08/2020 04,28.61,41.58,8877
04/08/2020 05,26.57,41.57,8856
04/08/2020 06,28.91,41.57,8978
04/08/2020 07,28.91,41.55,9263
04/08/2020 08,27.59,41.54,9494
04/08/2020 09,28.91,41.53,9696
04/08/2020 10,33.43,41.52,9824
04/08/2020 11,33.99,41.51,9842
04/08/2020 12,34.71,41.51,9842
04/08/2020 13,34.56,41.5,9833
04/08/2020 14,32.57,41.5,9746
04/08/2020 15,26.54,41.49,9660
04/08/2020 16,27.34,41.48,9677
04/08/2020 17,28.77,41.46,9671
04/08/2020 18,32.51,41.45,9671
04/08/2020 19,29.85,41.45,9433
04/08/2020 20,27.88,41.44,9322
04/08/2020 21,26.25,41.43,9462
04/08/2020 22,31.77,41.42,9499
04/08/2020 23,33.25,41.42,9301
04/08/2020 24,33.25,41.42,9062
04/09/2020 01,31.5,41.42,8887
04/09/2020 02,28.02,41.42,8796
04/09/2020 03,28.9,41.43,8755
04/09/2020 04,25.5,41.42,8745
04/09/2020 05,23.24,41.41,8779
04/09/2020 06,19.99,41.39,8856
04/09/2020 07,25.29,41.37,9091
04/09/2020 08,19.24,41.35,9299
04/09/2020 09,23.21,41.34,9481
04/09/2020 10,26.47,41.33,9576
04/09/2020 11,28.9,41.32,9612
04/09/2020 12,28.9,41.31,9652
04/09/2020 13,28.9,41.31,9614
04/09/2020 14,28.9,41.3,9494
04/09/2020 15,28.96,41.29,9411
04/09/2020 16,28.94,41.28,9389
04/09/2020 17,29.04,41.27,9354
04/09/2020 18,33.68,41.27,9388
04/09/2020 19,33.68,41.28,9250
04/09/2020 20,31.47,41.28,9147
04/09/2020 21,31.38,41.28,9261
04/09/2020 22,30.78,41.28,9283
04/09/2020 23,30.28,41.28,9083
04/09/2020 24,30.21,41.28,8863
04/10/2020 01,28.54,41.28,8714
04/10/2020 02,25.36,41.27,8608
04/10/2020 03,21.81,41.26,8456
04/10/2020 04,26.39,41.26,8390
04/10/2020 05,28.8,41.26,8448
04/10/2020 06,27.03,41.25,8554
04/10/2020 07,23.9,41.24,8637
04/10/2020 08,16.18,41.22,8696
04/10/2020 09,16.29,41.2,8857
04/10/2020 10,23.52,41.19,9019
04/10/2020 11,24.65,41.17,9166
04/10/2020 12,24.1,41.15,9254
04/10/2020 13,23.99,41.14,9331
04/10/2020 14,20.2,41.11,9300
04/10/2020 15,17.92,41.08,9267
04/10/2020 16,18.59,41.04,9327
04/10/2020 17,22.95,41.01,9435
04/10/2020 18,32.61,40.96,9556
04/10/2020 19,32.49,40.91,9462
04/10/2020 20,28.98,40.84,9347
04/10/2020 21,28.98,40.78,9408
04/10/2020 22,28.98,40.75,9409
04/10/2020 23,29.35,40.74,9242
04/10/2020 24,33.24,40.74,9021
04/11/2020 01,33.67,40.73,8852
04/11/2020 02,31.25,40.73,8739
04/11/2020 03,28.92,40.72,8652
04/11/2020 04,28.13,40.71,8608
04/11/2020 05,27.32,40.7,8641
04/11/2020 06,26,40.68,8689
04/11/2020 07,19.87,40.66,8765
04/11/2020 08,20.79,40.6,8818
04/11/2020 09,19.75,40.56,8989
04/11/2020 10,21.2,40.52,9149
04/11/2020 11,23.1,40.43,9302
04/11/2020 12,23.44,40.34,9419
04/11/2020 13,23.28,40.23,9426
04/11/2020 14,22.09,40.19,9447
04/11/2020 15,23.95,40.16,9448
04/11/2020 16,28.88,40.15,9456
04/11/2020 17,28.57,40.09,9531
04/11/2020 18,28.94,40.03,9629
04/11/2020 19,29.29,40.02,9511
04/11/2020 20,32.04,40.01,9440
04/11/2020 21,33.44,40.01,9517
04/11/2020 22,33.63,40,9556
04/11/2020 23,33.27,40,9373
04/11/2020 24,33.15,39.99,9146
04/12/2020 01,30.21,39.99,8980
04/12/2020 02,28.92,39.98,8866
04/12/2020 03,28.92,39.97,8781
04/12/2020 04,27.41,39.96,8737
04/12/2020 05,23.89,39.95,8728
04/12/2020 06,23.49,39.93,8770
04/12/2020 07,27.25,39.92,8840
04/12/2020 08,25.01,39.91,8893
04/12/2020 09,28.9,39.9,9061
04/12/2020 10,28.91,39.89,9195
04/12/2020 11,28.9,39.87,9349
04/12/2020 12,29.34,39.86,9483
04/12/2020 13,28.95,39.85,9526
04/12/2020 14,28.93,39.84,9528
04/12/2020 15,28.97,39.83,9526
04/12/2020 16,31.89,39.82,9563
04/12/2020 17,33.72,39.81,9632
04/12/2020 18,33.77,39.8,9649
04/12/2020 19,31.48,39.8,9464
04/12/2020 20,31.78,39.79,9373
04/12/2020 21,33.71,39.78,9453
04/12/2020 22,35.78,39.78,9528
04/12/2020 23,33.79,39.77,9315
04/12/2020 24,33.5,39.76,9066
04/13/2020 01,30.64,39.75,8920
04/13/2020 02,29.34,39.74,8852
04/13/2020 03,28.92,39.73,8808
04/13/2020 04,28.91,39.72,8797
04/13/2020 05,30.67,39.71,8835
04/13/2020 06,33.31,39.7,8950
04/13/2020 07,33.73,39.7,9171
04/13/2020 08,33.8,39.7,9308
04/13/2020 09,33.75,39.7,9456
04/13/2020 10,35.6,39.69,9525
04/13/2020 11,37.23,39.7,9608
04/13/2020 12,37.24,39.7,9671
04/13/2020 13,35.62,39.69,9640
04/13/2020 14,35.72,39.69,9598
04/13/2020 15,35.85,39.69,9533
04/13/2020 16,35.65,39.68,9464
04/13/2020 17,35.72,39.68,9451
04/13/2020 18,35.92,39.67,9480
04/13/2020 19,35.71,39.65,9318
04/13/2020 20,33.77,39.6,9251
04/13/2020 21,34.71,39.53,9369
04/13/2020 22,33.66,39.48,9361
04/13/2020 23,29.57,39.45,9126
04/13/2020 24,28.96,39.43,8869
04/14/2020 01,28.91,39.4,8747
04/14/2020 02,28.96,39.37,8668
04/14/2020 03,28.96,39.34,8615
04/14/2020 04,28.94,39.31,8593
04/14/2020 05,28.97,39.28,8631
04/14/2020 06,28.98,39.26,8712
04/14/2020 07,33.3,39.25,8917
04/14/2020 08,33.78,39.21,9139
04/14/2020 09,33.87,39.2,9360
04/14/2020 10,33.94,39.14,9431
04/14/2020 11,35.84,39.06,9481
04/14/2020 12,35.73,38.98,9484
04/14/2020 13,35.79,38.9,9506
04/14/2020 14,35.66,38.83,9478
04/14/2020 15,33.02,38.77,9416
04/14/2020 16,32.89,38.72,9476
04/14/2020 17,32.92,38.65,9506
04/14/2020 18,32.89,38.6,9559
04/14/2020 19,32.92,38.54,9444
04/14/2020 20,32.96,38.47,9390
04/14/2020 21,35.88,38.4,9418
04/14/2020 22,38.54,38.4,9437
04/14/2020 23,35.82,38.4,9205
04/14/2020 24,35.29,38.4,8954
04/15/2020 01,34.77,38.39,8783
04/15/2020 02,30.8,38.37,8733
04/15/2020 03,29.35,38.36,8704
04/15/2020 04,29.43,38.35,8703
04/15/2020 05,28.35,38.33,8734
04/15/2020 06,29.46,38.31,8838
04/15/2020 07,32.4,38.29,9000
04/15/2020 08,34.1,38.28,9223
04/15/2020 09,43.07,38.26,9465
04/15/2020 10,43.44,38.24,9581
04/15/2020 11,35.82,38.18,9630
04/15/2020 12,33.04,38.11,9700
04/15/2020 13,32.97,38.05,9704
04/15/2020 14,29.62,38.01,9678
04/15/2020 15,29.1,37.98,9618
04/15/2020 16,29.46,37.95,9570
04/15/2020 17,29.57,37.9,9617
04/15/2020 18,29.82,37.84,9642
04/15/2020 19,31.26,37.82,9437
04/15/2020 20,32.95,37.79,9357
04/15/2020 21,33.25,37.77,9382
04/15/2020 22,33.41,37.77,9404
04/15/2020 23,33.37,37.77,9133
04/15/2020 24,33.34,37.77,8882
04/16/2020 01,33.28,37.77,8715
04/16/2020 02,33.35,37.78,8630
04/16/2020 03,33.4,37.78,8550
04/16/2020 04,33.35,37.79,8520
04/16/2020 05,33.38,37.79,8555
04/16/2020 06,33.28,37.79,8663
04/16/2020 07,33.28,37.79,8847
04/16/2020 08,33.38,37.78,9073
04/16/2020 09,33.37,37.78,9286
04/16/2020 10,33.34,37.77,9380
04/16/2020 11,35.34,37.78,9418
04/16/2020 12,35.25,37.78,9452
04/16/2020 13,35.21,37.78,9425
04/16/2020 14,35.11,37.78,9388
04/16/2020 15,33.67,37.78,9311
04/16/2020 16,29.58,37.77,9245
04/16/2020 17,29.53,37.76,9198
04/16/2020 18,29.58,37.75,9235
04/16/2020 19,29.54,37.74,9122
04/16/2020 20,27.18,37.71,9009
04/16/2020 21,26.5,37.66,9076
04/16/2020 22,22.86,37.63,9171
04/16/2020 23,17.14,37.6,8949
04/16/2020 24,17.63,37.57,8719
04/17/2020 01,20.01,37.54,8558
04/17/2020 02,20.58,37.52,8496
04/17/2020 03,22.16,37.5,8467
04/17/2020 04,23.04,37.48,8454
04/17/2020 05,23.25,37.46,8473
04/17/2020 06,25.62,37.44,8577
04/17/2020 07,28.48,37.43,8762
04/17/2020 08,27.56,37.41,9018
04/17/2020 09,29.53,37.4,9242
04/17/2020 10,30.21,37.38,9330
04/17/2020 11,33.01,37.36,9436
04/17/2020 12,33.05,37.35,9459
04/17/2020 13,33.08,37.35,9496
04/17/2020 14,33.06,37.34,9460
04/17/2020 15,31.31,37.08,9348
04/17/2020 16,29.6,37,9301
04/17/2020 17,29.57,36.89,9300
04/17/2020 18,29.57,36.86,9376
04/17/2020 19,29.59,36.71,9223
04/17/2020 20,29.57,36.55,9149
04/17/2020 21,31.99,36.47,9130
04/17/2020 22,33.01,36.18,9092
04/17/2020 23,32.63,36.15,8901
04/17/2020 24,32.12,36.12,8665
04/18/2020 01,30.19,36.12,8496
04/18/2020 02,29.46,36.11,8401
04/18/2020 03,29.84,36.1,8351
04/18/2020 04,29.35,36.09,8320
04/18/2020 05,29.36,36.08,8358
04/18/2020 06,29.41,36.07,8399
04/18/2020 07,29.5,36,8477
04/18/2020 08,29.43,35.97,8585
04/18/2020 09,29.51,35.89,8776
04/18/2020 10,26.83,35.83,8907
04/18/2020 11,28.72,35.82,9027
04/18/2020 12,26.41,34.82,9088
04/18/2020 13,30.89,33.83,9110
04/18/2020 14,32.98,32.98,9058
04/18/2020 15,33.36,32.97,8967
04/18/2020 16,33.72,32.97,8909
04/18/2020 17,32.89,32.96,8947
04/18/2020 18,33.61,32.96,9017
04/18/2020 19,33.76,32.96,8942
04/18/2020 20,33.72,32.97,8856
04/18/2020 21,33.64,32.97,8874
04/18/2020 22,33.67,32.97,8940
04/18/2020 23,31.8,32.97,8783
04/18/2020 24,30.49,32.96,8614
04/19/2020 01,29.76,32.96,8442
04/19/2020 02,29.35,32.96,8341
04/19/2020 03,29.29,32.96,8331
04/19/2020 04,27.61,32.96,8323
04/19/2020 05,26.01,32.96,8305
04/19/2020 06,24.2,32.95,8328
04/19/2020 07,24.11,32.94,8350
04/19/2020 08,19.06,32.92,8319
04/19/2020 09,23.15,32.91,8475
04/19/2020 10,28.18,32.9,8675
04/19/2020 11,29.39,32.84,8789
04/19/2020 12,29.48,32.75,8872
04/19/2020 13,29.61,32.67,8908
04/19/2020 14,27.13,32.64,8899
04/19/2020 15,26,32.6,8848
04/19/2020 16,25.64,32.58,8838
04/19/2020 17,26.58,32.57,8947
04/19/2020 18,33.22,32.57,9016
04/19/2020 19,33.22,32.57,8967
04/19/2020 20,34.52,32.57,8872
04/19/2020 21,35.49,32.55,8889
04/19/2020 22,33.22,32.53,8934
04/19/2020 23,29.92,32.53,8729
04/19/2020 24,29.55,32.53,8529
04/20/2020 01,29.01,32.52,8363
04/20/2020 02,29.07,32.51,8277
04/20/2020 03,26.56,32.5,8226
04/20/2020 04,21.07,32.48,8197
04/20/2020 05,19.3,32.46,8227
04/20/2020 06,23.46,32.44,8351
04/20/2020 07,29.23,32.43,8594
04/20/2020 08,29.45,32.42,8882
04/20/2020 09,33.04,32.43,9140
04/20/2020 10,33.54,32.43,9241
04/20/2020 11,35.19,32.43,9345
04/20/2020 12,35.23,32.43,9344
04/20/2020 13,35.27,32.41,9358
04/20/2020 14,35.21,32.4,9318
04/20/2020 15,34.05,32.39,9271
04/20/2020 16,33.16,32.38,9242
04/20/2020 17,32.41,32.38,9249
04/20/2020 18,29.63,32.36,9279
04/20/2020 19,29.63,32.34,9131
04/20/2020 20,29.54,32.34,9011
04/20/2020 21,29.33,32.33,8996
04/20/2020 22,29.2,32.32,9135
04/20/2020 23,23.52,32.3,8942
04/20/2020 24,16.96,32.27,8643
04/21/2020 01,14.99,32.24,8444
04/21/2020 02,14.24,32.22,8337
04/21/2020 03,11.87,32.19,8238
04/21/2020 04,0,32.14,8186
04/21/2020 05,0.62,32.1,8207
04/21/2020 06,13.38,32.07,8300
04/21/2020 07,15.2,32.05,8448
04/21/2020 08,16.47,32.02,8714
04/21/2020 09,23.26,32.01,8941
04/21/2020 10,29.74,32.01,9046
04/21/2020 11,28.9,32,9150
04/21/2020 12,29.85,32,9267
04/21/2020 13,31.05,31.99,9263
04/21/2020 14,28.95,31.99,9265
04/21/2020 15,28.94,31.98,9240
04/21/2020 16,26.79,31.97,9132
04/21/2020 17,25.34,31.96,9122
04/21/2020 18,24.37,31.93,9137
04/21/2020 19,20.32,31.89,8948
04/21/2020 20,18.04,31.87,8810
04/21/2020 21,17.11,31.84,8810
04/21/2020 22,21.42,31.82,8902
04/21/2020 23,19.19,31.81,8686
04/21/2020 24,14.26,31.79,8417
04/22/2020 01,15.93,31.78,8205
04/22/2020 02,18.09,31.76,8117
04/22/2020 03,19.46,31.75,8060
04/22/2020 04,24.03,31.74,8045
04/22/2020 05,29.01,31.74,8104
04/22/2020 06,29.56,31.74,8188
04/22/2020 07,33.5,31.74,8358
04/22/2020 08,32.6,31.74,8622
04/22/2020 09,33.86,31.74,8889
04/22/2020 10,33.83,31.74,9003
04/22/2020 11,33.26,31.74,9097
04/22/2020 12,29.08,31.72,9211
04/22/2020 13,32.42,31.72,9276
04/22/2020 14,29.31,31.71,9264
04/22/2020 15,31.71,31.71,9220
04/22/2020 16,31.82,31.71,9162
04/22/2020 17,30.98,31.71,9198
04/22/2020 18,33.74,31.71,9207
04/22/2020 19,33.57,31.71,9037
04/22/2020 20,30.3,31.71,8864
04/22/2020 21,31.38,31.72,8854
04/22/2020 22,33.64,31.72,8938
04/22/2020 23,33.63,31.73,8742
04/22/2020 24,32.17,31.73,8466
04/23/2020 01,30.24,31.72,8301
04/23/2020 02,30.03,31.72,8222
04/23/2020 03,29.78,31.73,8163
04/23/2020 04,30.38,31.73,8184
04/23/2020 05,30.37,31.73,8209
04/23/2020 06,31.78,31.73,8322
04/23/2020 07,32.96,31.73,8473
04/23/2020 08,32.34,31.73,8687
04/23/2020 09,34.56,31.73,8935
04/23/2020 10,35.04,31.71,9078
04/23/2020 11,35.08,31.65,9171
04/23/2020 12,35.06,31.59,9263
04/23/2020 13,35,31.51,9288
04/23/2020 14,35.4,31.41,9286
04/23/2020 15,34.74,31.33,9247
04/23/2020 16,33.66,31.29,9234
04/23/2020 17,32.69,31.27,9254
04/23/2020 18,33.11,31.27,9267
04/23/2020 19,31.04,31.26,9094
04/23/2020 20,31.12,31.26,9006
04/23/2020 21,29.57,31.25,9006
04/23/2020 22,31.98,31.22,9025
04/23/2020 23,29.16,31.22,8850
04/23/2020 24,30.12,31.21,8574
04/24/2020 01,29.64,31.21,8371
04/24/2020 02,29.2,31.2,8272
04/24/2020 03,28.58,31.2,8211
04/24/2020 04,28.92,31.19,8203
04/24/2020 05,28.57,31.19,8239
04/24/2020 06,29.06,31.18,8348
04/24/2020 07,29.5,31.18,8503
04/24/2020 08,29.17,31.17,8731
04/24/2020 09,32.27,31.16,8934
04/24/2020 10,33.21,31.15,9026
04/24/2020 11,34.58,31.15,9107
04/24/2020 12,35.06,31.14,9157
04/24/2020 13,35.01,31.13,9171
04/24/2020 14,34.83,31.11,9150
04/24/2020 15,34.84,31.1,9086
04/24/2020 16,33.52,31.09,9029
04/24/2020 17,33.23,31.08,9003
04/24/2020 18,33.16,31.07,9032
04/24/2020 19,32.97,31.06,8894
04/24/2020 20,33.18,31.05,8796
04/24/2020 21,33.15,31.05,8763
04/24/2020 22,33.1,31.04,8851
04/24/2020 23,33.04,31.04,8650
04/24/2020 24,31.08,31.04,8448
04/25/2020 01,29.15,31.04,8297
04/25/2020 02,28.95,31.04,8239
04/25/2020 03,27.74,31.04,8149
04/25/2020 04,27.92,31.04,8120
04/25/2020 05,28.97,31.04,8140
04/25/2020 06,28.57,31.04,8164
04/25/2020 07,28.98,31.03,8173
04/25/2020 08,30.07,31.03,8286
04/25/2020 09,33.12,31.03,8400
04/25/2020 10,33,31.03,8517
04/25/2020 11,30.45,31.02,8629
04/25/2020 12,29.06,31.02,8734
04/25/2020 13,29.57,31.01,8762
04/25/2020 14,28.75,31.01,8731
04/25/2020 15,29.49,31,8711
04/25/2020 16,29.45,31,8710
04/25/2020 17,29.43,31,8763
04/25/2020 18,29.49,30.99,8852
04/25/2020 19,27.91,30.98,8792
04/25/2020 20,28.89,30.97,8690
04/25/2020 21,28.73,30.97,8653
04/25/2020 22,24.6,30.96,8723
04/25/2020 23,19.43,30.95,8584
04/25/2020 24,15.83,30.94,8359
04/26/2020 01,14.48,30.92,8174
04/26/2020 02,14.27,30.9,8074
04/26/2020 03,13.25,30.87,8006
04/26/2020 04,13.31,30.84,8045
04/26/2020 05,14.64,30.81,8082
04/26/2020 06,14.96,30.78,8103
04/26/2020 07,16.79,30.75,8110
